Type,Identification,Field,Locale,Status,Default content,Translated content
METAFIELD,'20169578217520,value,fr,,Divine Essence,
METAFIELD,'20169578250288,value,fr,,5.0ml,
METAFIELD,'20169578283056,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169578315824,value,fr,,"Ginger Essential Oil

",
METAFIELD,'20169578348592,value,fr,,"ENG: Ginger essential oil is used in aromatherapy as carminative and antispasmodic for the symptomatic relief of digestive discomfort, as well as to help relieve colds and coughs. Topical (Adults): Mix 1 to 2 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply on the affected part, 3 times a day. Inhalation: Add 4 to 12 drops in a bowl of hot water or a diffuser. Inhale slowly for 5-10 minutes. / FR: L’huile essentielle de Gingembre est utilisée en aromathérapie comme carminatif et antispasmodique pour le soulagement symptomatique de l’inconfort digestif, ainsi que pour aider à soulager le rhume et la toux. Topique (Adultes) : Mélanger 1 à 2 gouttes dans 1/2 cuillère à thé (2,5ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour. Inhalation : Ajouter 4 à 12 gouttes dans un bol d'eau chaude ou un diffuseur. Inhaler lentement pendant 5-10 minutes.",
METAFIELD,'20169578381360,value,fr,,Zingiber officinalis,
METAFIELD,'20169578414128,value,fr,,829850129910,
METAFIELD,'20169578446896,value,fr,,313207,
METAFIELD,'20169578479664,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169578512432,value,fr,,80056942,
METAFIELD,'20169578545200,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169578577968,value,fr,,"Ginger essential oil is used in aromatherapy as carminative and antispasmodic for the symptomatic relief of digestive discomfort, as well as to help relieve colds and coughs.",
METAFIELD,'20169578610736,value,fr,,Sri Lanka,
METAFIELD,'20169578643504,value,fr,,Divine Essence,
METAFIELD,'20169578676272,value,fr,,15.0ml,
METAFIELD,'20169578709040,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169578741808,value,fr,,"Cinnamon Cassia Essential Oil

",
METAFIELD,'20169578774576,value,fr,,Cinnamon Cassia essential oil is used in perfumery to make spicy Eastern fragrances. Topical (Adults): Essential oils should be used only after being diluted in a carrier oil.,
METAFIELD,'20169578807344,value,fr,,Cinnamomum cassia,
METAFIELD,'20169578840112,value,fr,,829850039929,
METAFIELD,'20169578872880,value,fr,,313208,
METAFIELD,'20169578905648,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169578938416,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169578971184,value,fr,,"Cinnamon Cassia essential oil is used in perfumery to make spicy Eastern fragrances. Its tangy, sophisticated, woody scent is very different from that of True Cinnamon essential oil.",
METAFIELD,'20169579003952,value,fr,,Canada,
METAFIELD,'20169579036720,value,fr,,Divine Essence,
METAFIELD,'20169579069488,value,fr,,15.0ml,
METAFIELD,'20169579102256,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169579135024,value,fr,,"Ylang Ylang Totum (complete)

",
METAFIELD,'20169579167792,value,fr,,na,
METAFIELD,'20169579200560,value,fr,,Cananga odorata genuina,
METAFIELD,'20169579233328,value,fr,,829850414924,
METAFIELD,'20169579266096,value,fr,,313403,
METAFIELD,'20169579298864,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169579331632,value,fr,,80057314,
METAFIELD,'20169579364400,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169579397168,value,fr,,Ylang Ylang Totum essential oil is used in aromatherapy to reduce nervousness and agitation as well as to help relieve Premenstrual Syndrome (PMS).,
METAFIELD,'20169579429936,value,fr,,Madagascar,
METAFIELD,'20169580412976,value,fr,,Divine Essence,
METAFIELD,'20169580445744,value,fr,,15.0ml,
METAFIELD,'20169580478512,value,fr,,"Canadian

Organic

GMO Free

Vegan

Gluten Free

",
METAFIELD,'20169580511280,value,fr,,"Cinnamon leaf essential oil is used in aromatherapy to help relieve colds and cough.

Helps relieve joint and muscle pain associated with sprains and strains.

Organic, certified by ECOCERT® ICO

",
METAFIELD,'20169580544048,value,fr,,Cinnamon leaf essential oil is used in aromatherapy to help relieve colds and cough as well as joint and muscle pain associated with sprains and strains. Topical (Adults): Mix 1 to 5 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply locally 3 times a day. Inhalation (Respiratory Syst.): Add 4 to 12 drops to a bowl of steaming hot water or a diffuser. Inhale slowly and deeply for 5-10 minutes.,
METAFIELD,'20169580576816,value,fr,,Cinnamomum zeylanicum,
METAFIELD,'20169580609584,value,fr,,829850036928,
METAFIELD,'20169580642352,value,fr,,313210,
METAFIELD,'20169580675120,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169580707888,value,fr,,80056630,
METAFIELD,'20169580740656,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169580773424,value,fr,,Cinnamon leaf essential oil is used in aromatherapy to help relieve colds and cough as well as joint and muscle pain associated with sprains and strains.,
METAFIELD,'20169580806192,value,fr,,Sri Lanka,
METAFIELD,'20169580838960,value,fr,,Divine Essence,
METAFIELD,'20169580871728,value,fr,,15.0ml,
METAFIELD,'20169580904496,value,fr,,"Canadian

GMO Free

Vegan

",
METAFIELD,'20169580937264,value,fr,,"Camphor - White - Wood Essential Oil

",
METAFIELD,'20169580970032,value,fr,,"Camphor white oil is used in aromatherapy to help relieve muscular and joint pain related to sprains, strains and rheumatoid arthritis. Topical (Adults): Mix 1 to 5 drops in 1 teaspoon (5ml) of vegetable oil; apply on the affected area 3 times a day.",
METAFIELD,'20169581002800,value,fr,,Cinnamomum camphora,
METAFIELD,'20169581035568,value,fr,,829850034825,
METAFIELD,'20169581068336,value,fr,,313211,
METAFIELD,'20169581101104,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169581133872,value,fr,,80056123,
METAFIELD,'20169581166640,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169581199408,value,fr,,"Camphor white oil is used in aromatherapy to help relieve muscular and joint pain related to sprains, strains and rheumatoid arthritis.",
METAFIELD,'20169581232176,value,fr,,China,
METAFIELD,'20169581264944,value,fr,,Divine Essence,
METAFIELD,'20169581297712,value,fr,,30.0ml,
METAFIELD,'20169581330480,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169581363248,value,fr,,"Vanilla Bourbon Extract Essential Oil

",
METAFIELD,'20169581396016,value,fr,,"ENG: Our Bourbon vanilla extract from Madagascar is subtly sweetened with agave syrup. Perfect for all your olfactory and culinary creations. Shake the bottle well before use (over time, vanilla oleoresin may settle naturally in the bottom of the bottle, this is normal). Mix 10-30 drops, to taste, in the preparation of your recipe. / FR: Notre extrait de vanille Bourbon de Madagascar est subtilement sucré avec du sirop d’agave. Parfait pour toutes vos créations olfactives et culinaires. Bien agiter la bouteille avant l’emploi (avec le temps, l’oléorésine de vanille pourrait se déposer naturellement au fond de la bouteille, ceci est normal). Mélanger 10-30 gouttes, au goût, dans la préparation de votre recette.",
METAFIELD,'20169581428784,value,fr,,"Water, Organic & Fair Trade Vanilla Bean Extract (Vanilla fragrans/planifolia oleoresin), Organic & Fair Trade Agave Syrup, Organic Alcohol (Ethanol).",
METAFIELD,'20169581461552,value,fr,,829850384937,
METAFIELD,'20169581494320,value,fr,,313212,
METAFIELD,'20169581527088,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169581559856,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169581592624,value,fr,,Our Bourbon vanilla extract from Madagascar is subtly sweetened with agave syrup. Perfect for all your olfactory and culinary creations.,
METAFIELD,'20169581625392,value,fr,,Madagascar,
METAFIELD,'20169582641200,value,fr,,Divine Essence,
METAFIELD,'20169582673968,value,fr,,5.0ml,
METAFIELD,'20169582706736,value,fr,,"Canadian

Organic

GMO Free

Vegan

Gluten Free

",
METAFIELD,'20169582739504,value,fr,,"It helps relieve stress, insomnia, headaches and migraines.

Used in aromatherapy for its calming, sedative and antispasmodic properties.

Roman chamomile is used for culinary, cosmetic and medicinal purposes, and particularly in tisanes.

",
METAFIELD,'20169582772272,value,fr,,"Roman chamomile is used for culinary, cosmetic and medicinal purposes, and particularly in tisanes.",
METAFIELD,'20169582805040,value,fr,,Chamaemelum nobile,
METAFIELD,'20169582837808,value,fr,,829850030919,
METAFIELD,'20169582870576,value,fr,,313213,
METAFIELD,'20169582903344,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169582936112,value,fr,,80053753,
METAFIELD,'20169582968880,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169583001648,value,fr,,"It helps relieve stress, insomnia, headaches and migraines.",
METAFIELD,'20169583034416,value,fr,,Hungary,
METAFIELD,'20169583067184,value,fr,,Divine Essence,
METAFIELD,'20169583099952,value,fr,,15.0ml,
METAFIELD,'20169583132720,value,fr,,"Canadian

GMO Free

Vegan

",
METAFIELD,'20169583165488,value,fr,,"Clary Sage Essential Oil

",
METAFIELD,'20169583198256,value,fr,,"ENG: 
ENG: Clary Sage essential oil is used in aromatherapy to help relieve menstrual cramps (MPS), menopausal symptoms and as a nervous soothing. Topical (Adults): Mix 1 to 2 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply locally, 3 times daily. Inhalation (Nervous system): Add 4 to 12 drops in a bowl of hot water or a diffuser. Inhale slowly for 5-10 minutes. / FR: L’huile essentielle de Sauge Sclarée est utilisée en aromathérapie pour aider à soulager les crampes menstruelles (SPM), les symptômes de la ménopause et comme calmant nerveux. Topique (Adultes) : Mélanger 1 à 2 gouttes dans 1/2 cuillère à thé (2,5ml) d'huile végétale ; appliquer localement, 3 fois par jour. Inhalation (Syst. nerveux) : Ajouter 4 à 12 gouttes dans un bol d'eau chaude ou un diffuseur. Inhaler lentement pendant 5-10 minutes.",
METAFIELD,'20169583231024,value,fr,,Salvia sclarea,
METAFIELD,'20169583263792,value,fr,,829850342722,
METAFIELD,'20169583296560,value,fr,,313214,
METAFIELD,'20169583329328,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169583362096,value,fr,,80058016,
METAFIELD,'20169583394864,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169583427632,value,fr,,"Clary Sage essential oil is used in aromatherapy to help relieve menstrual cramps (MPS), menopausal symptoms and as a nervous soothing.",
METAFIELD,'20169583460400,value,fr,,Hungary,
METAFIELD,'20169584312368,value,fr,,Divine Essence,
METAFIELD,'20169584345136,value,fr,,5.0ml,
METAFIELD,'20169584377904,value,fr,,"Canadian

GMO Free

Vegan

",
METAFIELD,'20169584410672,value,fr,,"Myrrh essential Oil

",
METAFIELD,'20169584443440,value,fr,,"ENG: Myrrh essential oil is used in aromatherapy to relieve minor skin irritations and minor cuts, bruises and burns as well as for the symptomatic relief of acne and boils. Topical (Adults): Mix 1 to 5 drops in 1 teaspoon (5ml) of vegetable oil; apply on the affected part, 3 times a day. / FR: L’huile essentielle de Myrrhe est utilisée en aromathérapie pour soulager les irritations mineures de la peau et les coupures, contusions et brûlures mineures ainsi que pour le soulagement symptomatique de l'acné et des furoncles. Topique (Adultes) : Mélanger 1 à 5 gouttes dans 1 cuillère à thé (5ml) d'huile végétale ; appliquer sur la partie affectée, 3 fois par jour.",
METAFIELD,'20169584476208,value,fr,,Commiphora myrrha (C. molmol),
METAFIELD,'20169584508976,value,fr,,829850232818,
METAFIELD,'20169584541744,value,fr,,313217,
METAFIELD,'20169584574512,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169584607280,value,fr,,80060790,
METAFIELD,'20169584640048,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169584672816,value,fr,,"Myrrh essential oil is used in aromatherapy to relieve minor skin irritations and minor cuts, bruises and burns as well as for the symptomatic relief of acne and boils.",
METAFIELD,'20169584705584,value,fr,,Kenya,
METAFIELD,'20169584738352,value,fr,,Divine Essence,
METAFIELD,'20169584771120,value,fr,,5.0ml,
METAFIELD,'20169584803888,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169584836656,value,fr,,"N?roli 10% (Orange Blossom) Essential Oil

",
METAFIELD,'20169584869424,value,fr,,na,
METAFIELD,'20169584902192,value,fr,,Citrus aurantium ssp amara,
METAFIELD,'20169584934960,value,fr,,829850240912,
METAFIELD,'20169584967728,value,fr,,313218,
METAFIELD,'20169585000496,value,fr,,"UNION NATURE Aroma-Phyto Inc. was founded in 1994. The company is a pioneer in the importation, manufacturing and distribution of aromatic products such as essential oils, floral waters and vegetable oils.",
METAFIELD,'20169585033264,value,fr,,80059836,
METAFIELD,'20169585066032,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169585098800,value,fr,,Neroli essential oil is used in aromatherapy as nerve calming and to help relieve headaches.,
METAFIELD,'20169585131568,value,fr,,Canada,
METAFIELD,'20169585262640,value,fr,,Divine Essence,
METAFIELD,'20169585295408,value,fr,,15.0ml,
METAFIELD,'20169585328176,value,fr,,"Canadian

Organic

GMO Free

Vegan

",
METAFIELD,'20169585360944,value,fr,,"Rosemary - Camphor Type Essential Oil

",
METAFIELD,'20169585393712,value,fr,,"ENG: The essential oil of Rosemary - CT Camphor is used in aromatherapy to relieve muscular and articular pains, as well as to improve the venous circulation. 
Topical (Adults): FOR LOCAL APPLICATION mix 2 to 5 drops in 1/2 teaspoon (2.5ml) of vegetable oil; apply 3 times a day. FOR APPLICATION ON A LARGE BODY SURFACE, mix 2 to 5 drops in 1 teaspoon (5ml) of vegetable oil; apply once a day.  / FR: L’huile essentielle de Romarin – CT Camphre est utilisée en aromathérapie pour soulager les douleurs musculaires et articulaires, ainsi que pour améliorer la circulation veineuse. Topique (Adultes) : POUR UNE APPLICATION LOCALE mélanger 2 à 5 gouttes dans 1/2 cuillère à thé (2,5ml) d’huile végétale ; appliquer 3 fois par jour. POUR UNE APPLICATION SUR UNE GRANDE SURFACE CORPORELLE, mélanger 2 à 5 gouttes dans 1 cuillère à thé (5ml) d’huile végétale ; appliquer une fois par jour.",
